Community,evenness_simplified,Evenness distribution,Taxonomic distribution,Sequencing Depth (million reads),Pipeline,MAG ID,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination,Strain heterogeneity,Original community?,Number of contigs,Contig size (bp),coverage,Relative abundance,species list,Special case?,original_comm,Mismatch
B,Exponential,Exponential decay,Very closely related,60,8K,B.3.V.60-8K-bin.32,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.19,50,Sinomonas atrocyanea,48,4217950,70,0.02762385,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,180,DT,B.3.R.180-DT-bin.17,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter insolitus,96.4,1.56,0,Achromobacter insolitus,95,6389101,137,0.02765092,Achromobacter insolitus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Very closely related,60,8K,B.3.V.60-8K-bin.4,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.19,50,Sinomonas atrocyanea,49,4223418,70,0.02765727,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Very closely related,60,8K,B.3.V.60-8K-bin.6,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.19,50,Sinomonas atrocyanea,49,4223418,70,0.02765727,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Very closely related,60,8K,B.3.V.60-8K-bin.9,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.19,50,Sinomonas atrocyanea,49,4223418,70,0.02765727,Sinomonas atrocyanea,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,180,DT,C.3.R.180-DT-bin.30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor_B,Nitratireductor basaltis,100,0.8,0,Nitratireductor basaltis,34,3326667,264,0.02770395,Nitratireductor basaltis,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,60,MM,A.3.R.60-MM-bin.8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter indicus,99.24,0.63,0,Celeribacter indicus,81,4227177,70,0.02770504,Celeribacter indicus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Not closely related,60,DT,B.3.N.60-DT-bin.20,Bacteria,Firmicutes,Bacilli,Bacillales,Aeribacillaceae,Aeribacillus,Aeribacillus pallidus,98.66,2.4,0,Aeribacillus pallidus,216,3753487,78,0.02773357,Aeribacillus pallidus,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,8K,C.2.R.30-8K-bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia stagnalis,92.58,0.82,0,Burkholderia stagnalis,112,7178309,20,0.02773608,Burkholderia stagnalis,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,8K,C.2.R.30-8K-bin.16,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia stagnalis,92.58,0.82,0,Burkholderia stagnalis,112,7178309,20,0.02773608,Burkholderia stagnalis,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,8K,C.2.R.30-8K-bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia stagnalis,92.58,0.82,0,Burkholderia stagnalis,112,7178309,20,0.02773608,Burkholderia stagnalis,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,8K,C.2.R.30-8K-bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia stagnalis,92.58,0.82,0,Burkholderia stagnalis,112,7178309,20,0.02773608,Burkholderia stagnalis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,120,DT,C.3.R.120-DT-bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,99.81,0.08,0,Erwinia gerundensis,41,3685300,159,0.02775347,Erwinia gerundensis,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Closely related,60,DT,B.5.C.60-DT-bin.21,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium mustelae,98.9,0.55,0,Corynebacterium mustelae,55,3330335,88,0.02776070,Corynebacterium mustelae,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,A.5.V.60-8K-bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,98.69,0.03,0,Vibrio cholerae,44,3728954,80,0.02778122,Vibrio cholerae,Vibrio cholerae,A,TRUE
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,A.5.V.60-8K-bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,98.69,0.03,0,Vibrio cholerae,44,3728954,80,0.02778122,Vibrio cholerae,Vibrio cholerae,A,TRUE
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,A.5.V.60-8K-bin.31,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,98.69,0.03,0,Vibrio cholerae,44,3728954,80,0.02778122,Vibrio cholerae,Vibrio cholerae,A,TRUE
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,A.5.V.60-8K-bin.45,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,98.69,0.03,0,Vibrio cholerae,44,3728954,80,0.02778122,Vibrio cholerae,Vibrio cholerae,A,TRUE
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,DT,A.5.V.60-DT-bin.10,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,98.69,0.03,0,Vibrio cholerae,44,3728954,78,0.02778122,Vibrio cholerae,Vibrio cholerae,A,TRUE
C,Exponential,Exponential decay,Closely related,60,MM,C.3.C.60-MM-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,98.11,0,0,Paracoccus yeei,114,3286027,91,0.02779634,Paracoccus yeei,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,120,DT,C.3.R.120-DT-bin.20,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella tundricola,99.15,0.85,0,Granulicella tundricola,38,4155934,141,0.02779804,Granulicella tundricola,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,8K,C.3.V.60-8K-bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminophilus,91.04,0.3,0,Paracoccus aminophilus,19,3156386,95,0.02780203,Paracoccus aminophilus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Not closely related,60,8K,C.3.N.60-8K-bin.27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,93.86,0,0,Paracoccus yeei,45,2954889,101,0.02782241,Paracoccus yeei,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,30,DT,C.3.R.30-DT-bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor_B,Nitratireductor basaltis,100,1.02,0,Nitratireductor basaltis,65,3401002,43,0.02783593,Nitratireductor basaltis,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,10,DT,A.3.R.10-DT-bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter_A,Rhodobacter sphaeroides,98.38,0.5,50,Rhodobacter sphaeroides,82,4116168,11,0.02784846,Rhodobacter sphaeroides,Rhodobacter sphaeroides,A,TRUE
B,Exponential,Exponential decay,Very closely related,60,MM,B.3.V.60-MM-bin.22,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.72,40,Sinomonas atrocyanea,181,4272290,70,0.02786997,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,8K,B.3.R.120-8K-bin.37,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,96.75,0.02,0,#N/A,13,3067158,196,0.02787185,#N/A,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,B.5.V.60-8K-bin.25,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.15,33.33,Sinomonas atrocyanea,49,4199577,71,0.02788412,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,B.5.V.60-8K-bin.3,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.15,33.33,Sinomonas atrocyanea,49,4199577,71,0.02788412,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,B.5.V.60-8K-bin.41,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.15,33.33,Sinomonas atrocyanea,49,4199577,71,0.02788412,Sinomonas atrocyanea,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,DT,A.5.V.60-DT-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.83,0,Antarctobacter heliothermus,74,4758135,62,0.02790969,Antarctobacter heliothermus,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,MM,C.4.C.60-MM-bin.10,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus_B,Trichormus azollae,92.7,0.22,100,#N/A,1099,4116115,73,0.02792528,#N/A,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Not closely related,60,8K,A.3.N.60-8K-bin.6,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus flavithermus,91.26,0.55,0,Anoxybacillus flavithermus,76,2504597,120,0.02795635,Anoxybacillus flavithermus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Not closely related,60,8K,A.3.N.60-8K-bin.23,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus flavithermus,91.26,0.55,0,Anoxybacillus flavithermus,77,2507429,120,0.02797936,Anoxybacillus flavithermus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Not closely related,60,8K,A.3.N.60-8K-bin.24,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus flavithermus,91.26,0.55,0,Anoxybacillus flavithermus,77,2507429,120,0.02797936,Anoxybacillus flavithermus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Not closely related,60,8K,A.3.N.60-8K-bin.30,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus flavithermus,91.26,0.55,0,Anoxybacillus flavithermus,77,2507429,120,0.02797936,Anoxybacillus flavithermus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Closely related,60,MM,A.3.C.60-MM-bin.14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.83,0,Antarctobacter heliothermus,92,4579719,65,0.02798121,Antarctobacter heliothermus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,8K,C.3.V.60-8K-bin.28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus,97.27,0.4,0,Rhodobacter capsulatus,15,3381657,89,0.02799321,Rhodobacter capsulatus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Not closely related,60,MM,A.5.N.60-MM-bin.9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,99.44,2.44,5,Brucella melitensis,211,3320205,91,0.02799392,Brucella melitensis,Brucella melitensis,A,TRUE
B,Exponential,Exponential decay,Random,30,DT,B.3.R.30-DT-bin.18,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter phenanthrenivorans,99.32,5.01,33.33,Pseudarthrobacter phenanthrenivorans,230,4777163,31,0.02800501,Pseudarthrobacter phenanthrenivorans,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Very closely related,60,8K,B.3.V.60-8K-bin.24,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium mustelae,98.9,0.55,0,Corynebacterium mustelae,42,3297242,91,0.02801124,Corynebacterium mustelae,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,A.5.C.60-8K-bin.35,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.31,0.03,0,Geobacillus thermocatenulatus,79,3067331,98,0.02803897,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,A.5.C.60-8K-bin.41,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.31,0.03,0,Geobacillus thermocatenulatus,79,3067331,98,0.02803897,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,A.5.C.60-8K-bin.44,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.31,0.03,0,Geobacillus thermocatenulatus,79,3067331,98,0.02803897,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,A.5.C.60-8K-bin.53,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.31,0.03,0,Geobacillus thermocatenulatus,79,3067331,98,0.02803897,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,B.5.V.60-8K-bin.18,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.15,33.33,Sinomonas atrocyanea,50,4223458,71,0.02804525,Sinomonas atrocyanea,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,120,DT,C.3.R.120-DT-bin.30,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Anabaena_A,Anabaena cylindrica,99.22,0.11,100,Anabaena cylindrica,167,6166998,96,0.02809056,Anabaena cylindrica,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,8K,B.3.R.120-8K-bin.14,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,98.09,0.02,0,#N/A,14,3093096,196,0.02810591,#N/A,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,8K,B.3.R.120-8K-bin.49,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,98.09,0.02,0,#N/A,14,3093096,196,0.02810591,#N/A,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,120,8K,B.3.R.120-8K-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter_A,Porphyrobacter atlanticus,98.09,0.02,0,#N/A,14,3093096,196,0.02810591,#N/A,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Very closely related,60,DT,A.3.V.60-DT-bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter_A,Rhodobacter sphaeroides,98.48,0,0,Rhodobacter sphaeroides,26,4007010,74,0.02812022,Rhodobacter sphaeroides,Rhodobacter sphaeroides,A,TRUE
A,Exponential,Exponential decay,Very closely related,60,MM,A.3.V.60-MM-bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter_A,Rhodobacter sphaeroides,99.39,0,0,Rhodobacter sphaeroides,80,4014608,75,0.02813361,Rhodobacter sphaeroides,Rhodobacter sphaeroides,A,TRUE
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,MM,A.5.V.60-MM-bin.17,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio cholerae,98.78,0.03,0,Vibrio cholerae,153,3795096,80,0.02816118,Vibrio cholerae,Vibrio cholerae,A,TRUE
C,Exponential,Exponential decay,Random,180,MM,C.3.R.180-MM-bin.4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,99.17,0,0,Bacillus subtilis,59,4097887,222,0.02817951,Bacillus subtilis,Bacillus subtilis,C,TRUE
B,Exponential,Exponential decay,Very closely related,60,DT,B.3.V.60-DT-bin.13,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.19,50,Sinomonas atrocyanea,50,4305365,69,0.02818782,Sinomonas atrocyanea,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,MM,C.2.R.30-MM-bin.10,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia stagnalis,97.88,1.24,14.29,Burkholderia stagnalis,741,7370019,20,0.02820588,Burkholderia stagnalis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.26,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,98.69,0.08,0,Erwinia gerundensis,35,3645676,83,0.02822594,Erwinia gerundensis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.29,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,98.69,0.08,0,Erwinia gerundensis,35,3645676,83,0.02822594,Erwinia gerundensis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,98.69,0.08,0,Erwinia gerundensis,35,3645676,83,0.02822594,Erwinia gerundensis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.55,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,98.69,0.08,0,Erwinia gerundensis,35,3645676,83,0.02822594,Erwinia gerundensis,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Closely related,60,MM,C.5.C.60-MM-bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,98.41,0,0,Paracoccus yeei,128,3360321,90,0.02830272,Paracoccus yeei,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Very closely related,60,DT,C.3.V.60-DT-bin.20,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella tundricola,85.47,0.85,0,Granulicella tundricola,31,3704637,80,0.02831200,Granulicella tundricola,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,60,MM,C.3.R.60-MM-bin.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,87.93,0.86,0,Terriglobus roseus,131,4259772,71,0.02832382,Terriglobus roseus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,30,DT,C.3.R.30-DT-bin.22,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans,97.95,2.2,0,Pandoraea thiooxydans,48,4428707,33,0.02834889,Pandoraea thiooxydans,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Not closely related,60,8K,B.3.N.60-8K-bin.15,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,99.59,0.06,0,Bacillus amyloliquefaciens,16,3760377,81,0.02841641,Bacillus amyloliquefaciens,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Not closely related,60,8K,B.3.N.60-8K-bin.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,99.59,0.06,0,Bacillus amyloliquefaciens,16,3760377,81,0.02841641,Bacillus amyloliquefaciens,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Not closely related,60,8K,B.3.N.60-8K-bin.34,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,99.59,0.06,0,Bacillus amyloliquefaciens,16,3760377,81,0.02841641,Bacillus amyloliquefaciens,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Not closely related,60,8K,B.3.N.60-8K-bin.7,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,99.59,0.06,0,Bacillus amyloliquefaciens,16,3760377,81,0.02841641,Bacillus amyloliquefaciens,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Not closely related,60,DT,B.3.N.60-DT-bin.18,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,99.59,0.06,0,Bacillus amyloliquefaciens,16,3760377,80,0.02841643,Bacillus amyloliquefaciens,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,180,8K,A.3.R.180-8K-bin.27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.48,0,Brucella melitensis,32,3231049,285,0.02844321,Brucella melitensis,Brucella melitensis,A,TRUE
A,Exponential,Exponential decay,Random,180,8K,A.3.R.180-8K-bin.47,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.48,0,Brucella melitensis,32,3231049,285,0.02844321,Brucella melitensis,Brucella melitensis,A,TRUE
A,Exponential,Exponential decay,Closely related,60,MM,A.3.C.60-MM-bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens,95.95,0.94,20,Ensifer adhaerens,78,4010694,76,0.02844714,Ensifer adhaerens,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,10,8K,A.3.R.10-8K-bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter aceti,95.92,0,0,Acetobacter aceti,40,3293854,15,0.02846307,Acetobacter aceti,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Closely related,60,MM,A.3.C.60-MM-bin.15,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,95.57,0.25,16.67,Geobacillus thermocatenulatus,173,3180307,96,0.02846326,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Very closely related,60,MM,B.5.V.60-MM-bin.11,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,0.69,0,Sinomonas atrocyanea,175,4302701,71,0.02846850,Sinomonas atrocyanea,#N/A,#N/A,#N/A
A,Equal abundance,Equal abundance,Ordered,60,8K,A.1.O.60-8K-bin.47,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.53,0,Antarctobacter heliothermus,60,4798778,64,0.02847357,Antarctobacter heliothermus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,45,3152973,97,0.02849698,Brucella melitensis,Brucella melitensis,A,FALSE
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,45,3152973,97,0.02849698,Brucella melitensis,Brucella melitensis,A,FALSE
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,45,3152973,97,0.02849698,Brucella melitensis,Brucella melitensis,A,FALSE
B,Logarithmic,Logarithmic decay,Closely related,60,8K,B.2.C.60-8K-bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,Brucella melitensis,98.64,0.44,0,#N/A,45,3152973,97,0.02849698,Brucella melitensis,Brucella melitensis,A,FALSE
A,Exponential,Exponential decay,Random,60,8K,A.3.R.60-8K-bin.17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.53,0,Antarctobacter heliothermus,35,4488169,68,0.02850958,Antarctobacter heliothermus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,60,8K,A.3.R.60-8K-bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.53,0,Antarctobacter heliothermus,35,4488169,68,0.02850958,Antarctobacter heliothermus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Closely related,60,8K,A.5.C.60-8K-bin.47,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.55,0.53,0,Antarctobacter heliothermus,41,4539928,67,0.02851457,Antarctobacter heliothermus,#N/A,#N/A,#N/A
